FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,ECODISTRIC,ECOREGION,ECOZONE,CFS_ECOZ,SRC_AGY2
3140,AB,DA3-010-76,DA3010,58.2439,-110.8781,1976,7,1,1976-07-01 0:00,,,1970-1979,182.5132247,L, , , ,AB-1976-DA3-010-76, , ,2020-06-01 0:00,579,136,9,9,AB
3141,AB,DA3-033-79,DA3033,58.1839,-111.0336,1979,7,6,1979-07-06 0:00,,,1970-1979,193.4882993,L, , , ,AB-1979-DA3-033-79, , ,2020-06-01 0:00,579,136,9,9,AB
3142,AB,DS7-006-71,DS7006,57.3392,-115.2638,1971,5,13,1971-05-13 0:00,,,1970-1979,1142.273788,H, , , ,AB-1971-DS7-006-71, , ,2020-06-01 0:00,607,142,9,9,AB
3143,AB,DA2-036-79,DA2036,58.0385,-112.0001,1979,7,4,1979-07-04 0:00,,,1970-1979,91.0542695,L, , , ,AB-1979-DA2-036-79, , ,2020-06-01 0:00,605,139,9,9,AB
3144,AB,DA2-045-79,DA2045,57.4224,-112.5482,1979,7,19,1979-07-19 0:00,,,1970-1979,409.6916036,L, , , ,AB-1979-DA2-045-79, , ,2020-06-01 0:00,605,139,9,9,AB
3145,AB,DA2-006-77,DA2006,57.8186,-112.8187,1977,6,7,1977-06-07 0:00,,,1970-1979,485.1897571,L, , , ,AB-1977-DA2-006-77, , ,2020-06-01 0:00,606,139,9,9,AB
3146,AB,DA2-005-78,DA2005,57.6023,-113.5949,1978,6,4,1978-06-04 0:00,,,1970-1979,467.8894458,L, , , ,AB-1978-DA2-005-78, , ,2020-06-01 0:00,606,139,9,9,AB
3147,AB,DA2-027-79,DA2027,57.9058,-112.6252,1979,6,29,1979-06-29 0:00,,,1970-1979,3261.329216,L, , , ,AB-1979-DA2-027-79, , ,2020-06-01 0:00,606,139,9,9,AB
3148,AB,DA2-030-79,DA2030,57.9803,-112.9948,1979,6,29,1979-06-29 0:00,,,1970-1979,15685.95948,L, , , ,AB-1979-DA2-030-79, , ,2020-06-01 0:00,606,139,9,9,AB
3149,AB,DF1-010-72,DF1010,57.69,-116.2774,1972,5,31,1972-05-31 0:00,,,1970-1979,1547.566458,L, , , ,AB-1972-DF1-010-72, , ,2020-06-01 0:00,601,139,9,9,AB
3150,AB,DF1-034-78,DF1034,57.5173,-115.7852,1978,7,23,1978-07-23 0:00,,,1970-1979,1096.475513,L, , , ,AB-1978-DF1-034-78, , ,2020-06-01 0:00,601,139,9,9,AB
3151,AB,DF1-016-72,DF1016,57.7627,-115.7853,1972,5,30,1972-05-30 0:00,,,1970-1979,4379.305677,L, , , ,AB-1972-DF1-016-72, , ,2020-06-01 0:00,602,139,9,9,AB
3152,AB,DA2-008-78,DA2008,57.3134,-110.3877,1978,6,4,1978-06-04 0:00,,,1970-1979,194.7954339,L, , , ,AB-1978-DA2-008-78, , ,2020-06-01 0:00,632,139,9,9,AB
3153,AB,DA2-028-78,DA2028,57.1661,-110.1996,1978,7,2,1978-07-02 0:00,,,1970-1979,129.4994055,L, , , ,AB-1978-DA2-028-78, , ,2020-06-01 0:00,632,139,9,9,AB
3154,AB,DA1-014-78,DA1014,57.0225,-110.0084,1978,6,30,1978-06-30 0:00,,,1970-1979,80.93712845,L, , , ,AB-1978-DA1-014-78, , ,2020-06-01 0:00,633,139,9,9,AB
3155,AB,DP5-002-72,DP5002,56.8444,-117.4268,1972,5,7,1972-05-07 0:00,,,1970-1979,121.4056927,U, , , ,AB-1972-DP5-002-72, , ,2020-06-01 0:00,588,138,9,9,AB
3156,AB,DP5-011-72,DP5011,56.8172,-117.3572,1972,5,19,1972-05-19 0:00,,,1970-1979,129.4994055,H, , , ,AB-1972-DP5-011-72, , ,2020-06-01 0:00,588,138,9,9,AB
3157,AB,DA2-009-72,DA2009,56.8734,-112.9194,1972,5,31,1972-05-31 0:00,,,1970-1979,80.93712845,L, , , ,AB-1972-DA2-009-72, , ,2020-06-01 0:00,608,142,9,9,AB
3158,AB,DA2-013-72,DA2013,56.6661,-112.1478,1972,5,31,1972-05-31 0:00,,,1970-1979,122.215064,L, , , ,AB-1972-DA2-013-72, , ,2020-06-01 0:00,608,142,9,9,AB
3159,AB,DS6-020-72,DS6020,56.5698,-113.1482,1972,5,31,1972-05-31 0:00,,,1970-1979,395.7906518,L, , , ,AB-1972-DS6-020-72, , ,2020-06-01 0:00,608,142,9,9,AB
3160,AB,DS7-002-72,DS7002,56.7171,-114.8415,1972,5,31,1972-05-31 0:00,,,1970-1979,1444.970554,L, , , ,AB-1972-DS7-002-72, , ,2020-06-01 0:00,604,139,9,9,AB
3161,AB,DS6-012-71,DS6012,56.1626,-113.2248,1971,5,13,1971-05-13 0:00,,,1970-1979,168.7013037,L, , , ,AB-1971-DS6-012-71, , ,2020-06-01 0:00,609,142,9,9,AB
3162,AB,DA1-008-72,DA1008,56.4826,-112.3819,1972,6,3,1972-06-03 0:00,,,1970-1979,1135.475069,L, , , ,AB-1972-DA1-008-72, , ,2020-06-01 0:00,609,142,9,9,AB
3163,AB,DA1-010-72,DA1010,56.3808,-112.619,1972,6,4,1972-06-04 0:00,,,1970-1979,777.2837599,L, , , ,AB-1972-DA1-010-72, , ,2020-06-01 0:00,609,142,9,9,AB
3164,AB,DS4-012-76,DS4012,55.4305,-116.0615,1976,4,27,1976-04-27 0:00,,,1970-1979,101.1714106,H, , , ,AB-1976-DS4-012-76, , ,2020-06-01 0:00,592,138,9,9,AB
3165,AB,DS5-008-72,DS5008,55.625,-116.1282,1972,5,16,1972-05-16 0:00,,,1970-1979,129.4994055,H, , , ,AB-1972-DS5-008-72, , ,2020-06-01 0:00,612,139,9,9,AB
3166,AB,DA1-009-72,DA1009,56.2645,-111.513,1972,6,3,1972-06-03 0:00,,,1970-1979,1876.960337,L, , , ,AB-1972-DA1-009-72, , ,2020-06-01 0:00,638,139,9,9,AB
3167,AB,DL5-012-72,DL5012,55.3135,-111.8415,1972,5,31,1972-05-31 0:00,,,1970-1979,247.3924268,L, , , ,AB-1972-DL5-012-72, , ,2020-06-01 0:00,638,139,9,9,AB
3168,AB,DL2-016-78,DL2016,55.6099,-111.8224,1978,6,4,1978-06-04 0:00,,,1970-1979,1161.674417,L, , , ,AB-1978-DL2-016-78, , ,2020-06-01 0:00,638,139,9,9,AB
3169,AB,DL4-013-78,DL4013,55.7554,-112.159,1978,6,4,1978-06-04 0:00,,,1970-1979,891.6802973,L, , , ,AB-1978-DL4-013-78, , ,2020-06-01 0:00,638,139,9,9,AB
3170,AB,DG5-003-76,DG5003,56.1033,-119.2425,1976,5,3,1976-05-03 0:00,,,1970-1979,194.2491083,H, , , ,AB-1976-DG5-003-76, , ,2020-06-01 0:00,594,138,9,9,AB
3171,AB,DG1-001-77,DG1001,56.0087,-117.605,1977,4,28,1977-04-28 0:00,,,1970-1979,93.07769772,H, , , ,AB-1977-DG1-001-77, , ,2020-06-01 0:00,596,138,9,9,AB
3172,AB,DS2-017-72,DS2017,55.6737,-114.858,1972,5,31,1972-05-31 0:00,,,1970-1979,312.8948449,L, , , ,AB-1972-DS2-017-72, , ,2020-06-01 0:00,613,139,9,9,AB
3173,AB,DL5-002-76,DL5002,55.739,-110.1957,1976,5,14,1976-05-14 0:00,,,1970-1979,80.93712845,L, , , ,AB-1976-DL5-002-76, , ,2020-06-01 0:00,641,139,9,9,AB
3174,AB,DL5-003-76,DL5003,55.6517,-111.0558,1976,5,17,1976-05-17 0:00,,,1970-1979,80.93712845,H, , , ,AB-1976-DL5-003-76, , ,2020-06-01 0:00,641,139,9,9,AB
3175,AB,DW1-010-73,DW1010,54.2849,-116.7844,1973,5,16,1973-05-16 0:00,,,1970-1979,100.7667249,H, , , ,AB-1973-DW1-010-73, , ,2020-06-01 0:00,618,145,9,9,AB
3176,AB,DG2-012-74,DG2012,54.525,-118.3675,1974,8,3,1974-08-03 0:00,,,1970-1979,276.2950754,L, , , ,AB-1974-DG2-012-74, , ,2020-06-01 0:00,618,145,9,9,AB
3177,AB,DW1-006-74,DW1006,54.1976,-116.5968,1974,6,17,1974-06-17 0:00,,,1970-1979,383.8928939,H, , , ,AB-1974-DW1-006-74, , ,2020-06-01 0:00,618,145,9,9,AB
3178,AB,DG1-004-78,DG1004,55.6558,-119.3928,1978,7,22,1978-07-22 0:00,,,1970-1979,476.1895484,L, , , ,AB-1978-DG1-004-78, , ,2020-06-01 0:00,618,145,9,9,AB
3179,AB,DL9-001-72,DL9001,54.9258,-110.7484,1972,5,31,1972-05-31 0:00,,,1970-1979,2844.539426,L, , , ,AB-1972-DL9-001-72, , ,2020-06-01 0:00,644,139,9,9,AB
3180,AB,DL9-003-72,DL9003,55.0131,-110.5196,1972,5,31,1972-05-31 0:00,,,1970-1979,1843.160992,L, , , ,AB-1972-DL9-003-72, , ,2020-06-01 0:00,644,139,9,9,AB
3181,AB,DL9-013-78,DL9013,55.0131,-111.206,1978,7,2,1978-07-02 0:00,,,1970-1979,681.7819952,L, , , ,AB-1978-DL9-013-78, , ,2020-06-01 0:00,644,139,9,9,AB
3182,AB,DS1-007-71,DS1007,55.5862,-113.7081,1971,5,13,1971-05-13 0:00,,,1970-1979,412.1925609,L, , , ,AB-1971-DS1-007-71, , ,2020-06-01 0:00,614,139,9,9,AB
3183,AB,DS2-018-72,DS2018,55.4938,-114.499,1972,5,31,1972-05-31 0:00,,,1970-1979,23854.8791,L, , , ,AB-1972-DS2-018-72, , ,2020-06-01 0:00,614,139,9,9,AB
3184,AB,DS1-005-74,DS1005,55.5808,-113.6596,1974,6,15,1974-06-15 0:00,,,1970-1979,2423.047189,L, , , ,AB-1974-DS1-005-74, , ,2020-06-01 0:00,614,139,9,9,AB
3185,AB,DS1-013-76,DS1013,55.5354,-113.9601,1976,3,1,1976-03-01 0:00,,,1970-1979,13943.79588,H, , , ,AB-1976-DS1-013-76, , ,2020-06-01 0:00,614,139,9,9,AB
3186,AB,DL3-004-72,DL3004,55.4062,-112.8064,1972,6,1,1972-06-01 0:00,,,1970-1979,298.4920829,L, , , ,AB-1972-DL3-004-72, , ,2020-06-01 0:00,615,139,9,9,AB
3187,AB,DS1-008-76,DS1008,54.9267,-114.0074,1976,5,7,1976-05-07 0:00,,,1970-1979,141.6399748,H, , , ,AB-1976-DS1-008-76, , ,2020-06-01 0:00,615,139,9,9,AB
3188,AB,DL3-008-78,DL3008,55.3917,-112.909,1978,7,23,1978-07-23 0:00,,,1970-1979,95.91049721,L, , , ,AB-1978-DL3-008-78, , ,2020-06-01 0:00,615,139,9,9,AB
3189,AB,DW1-006-72,DW1006,54.6377,-116.9339,1972,6,6,1972-06-06 0:00,,,1970-1979,110.0744947,L, , , ,AB-1972-DW1-006-72, , ,2020-06-01 0:00,610,143,9,9,AB
3190,AB,DW1-009-76,DW1009,54.6922,-116.6438,1976,5,16,1976-05-16 0:00,,,1970-1979,349.9923777,H, , , ,AB-1976-DW1-009-76, , ,2020-06-01 0:00,610,143,9,9,AB
3191,AB,DG3-007-78,DG3007,55.2669,-117.3375,1978,5,7,1978-05-07 0:00,,,1970-1979,121.4056927,H, , , ,AB-1978-DG3-007-78, , ,2020-06-01 0:00,611,143,9,9,AB
3192,AB,DS2-014-72,DS2014,54.9722,-114.519,1972,5,31,1972-05-31 0:00,,,1970-1979,898.6813589,L, , , ,AB-1972-DS2-014-72, , ,2020-06-01 0:00,619,145,9,9,AB
3193,AB,DS2-015-72,DS2015,54.9176,-114.7095,1972,5,31,1972-05-31 0:00,,,1970-1979,140.591839,L, , , ,AB-1972-DS2-015-72, , ,2020-06-01 0:00,619,145,9,9,AB
3194,AB,DS3-013-76,DS3013,55.1502,-115.4337,1976,11,15,1976-11-15 0:00,,,1970-1979,121.4056927,H, , , ,AB-1976-DS3-013-76, , ,2020-06-01 0:00,619,145,9,9,AB
3195,AB,DS3-004-77,DS3004,55.212,-115.5812,1977,4,25,1977-04-25 0:00,,,1970-1979,84.98398487,H, , , ,AB-1977-DS3-004-77, , ,2020-06-01 0:00,619,145,9,9,AB
3196,AB,DL2-014-72,DL2014,54.5821,-111.6777,1972,6,1,1972-06-01 0:00,,,1970-1979,81.34181409,H, , , ,AB-1972-DL2-014-72, , ,2020-06-01 0:00,678,149,9,9,AB
3197,AB,DL2-010-73,DL2010,54.7947,-112.0956,1973,5,24,1973-05-24 0:00,,,1970-1979,357.3900312,H, , , ,AB-1973-DL2-010-73, , ,2020-06-01 0:00,678,149,9,9,AB
3198,AB,DL2-012-73,DL2012,54.5185,-111.851,1973,5,0,,,,1970-1979,1141.480604,H, , , ,AB-1973-DL2-012-73, ,day n/a from src,2020-06-01 0:00,678,149,9,9,AB
3199,AB,DL4-040-76,DL4040,54.8093,-112.9091,1976,5,15,1976-05-15 0:00,,,1970-1979,185.633351,L, , , ,AB-1976-DL4-040-76, , ,2020-06-01 0:00,678,149,9,9,AB
3200,AB,DL2-003-77,DL2003,54.6768,-111.9107,1977,4,24,1977-04-24 0:00,,,1970-1979,612.5847972,H, , , ,AB-1977-DL2-003-77, , ,2020-06-01 0:00,678,149,9,9,AB
3201,AB,DL2-001-78,DL2001,54.6186,-111.8413,1978,4,27,1978-04-27 0:00,,,1970-1979,145.6868312,H, , , ,AB-1978-DL2-001-78, , ,2020-06-01 0:00,678,149,9,9,AB
3202,AB,DW5-005-72,DW5005,54.6813,-115.3967,1972,5,31,1972-05-31 0:00,,,1970-1979,5771.974659,L, , , ,AB-1972-DW5-005-72, , ,2020-06-01 0:00,620,145,9,9,AB
3203,AB,DW5-007-74,DW5007,54.554,-115.7243,1974,6,15,1974-06-15 0:00,,,1970-1979,10163.67586,L, , , ,AB-1974-DW5-007-74, , ,2020-06-01 0:00,620,145,9,9,AB
3204,AB,DL1-005-72,DL1005,54.5476,-110.7168,1972,5,29,1972-05-29 0:00,,,1970-1979,80.93712845,U, , , ,AB-1972-DL1-005-72, , ,2020-06-01 0:00,650,139,9,9,AB
3205,AB,DL2-004-76,DL2004,54.4603,-111.4225,1976,4,24,1976-04-24 0:00,,,1970-1979,91.0542695,H, , , ,AB-1976-DL2-004-76, , ,2020-06-01 0:00,650,139,9,9,AB
3206,AB,DL2-008-73,DL2008,54.513,-111.9107,1973,5,24,1973-05-24 0:00,,,1970-1979,121.4056927,H, , , ,AB-1973-DL2-008-73, , ,2020-06-01 0:00,679,149,9,9,AB
3207,AB,DL2-011-73,DL2011,54.3876,-111.7603,1973,5,0,,,,1970-1979,6663.351442,H, , , ,AB-1973-DL2-011-73, ,day n/a from src,2020-06-01 0:00,679,149,9,9,AB
3208,AB,DL2-036-74,DL2036,54.5201,-112.3895,1974,10,0,,,,1970-1979,101.1714106,H, , , ,AB-1974-DL2-036-74, ,day n/a from src,2020-06-01 0:00,679,149,9,9,AB
3209,AB,DL2-005-75,DL2005,54.4146,-112.0115,1975,5,11,1975-05-11 0:00,,,1970-1979,84.98398487,H, , , ,AB-1975-DL2-005-75, , ,2020-06-01 0:00,679,149,9,9,AB
3210,AB,DL4-006-75,DL4006,54.4801,-112.3643,1975,5,8,1975-05-08 0:00,,,1970-1979,182.5132247,H, , , ,AB-1975-DL4-006-75, , ,2020-06-01 0:00,679,149,9,9,AB
3211,AB,DL4-009-75,DL4009,54.5892,-112.4461,1975,5,13,1975-05-13 0:00,,,1970-1979,80.93712845,H, , , ,AB-1975-DL4-009-75, , ,2020-06-01 0:00,679,149,9,9,AB
3212,AB,DL2-003-76,DL2003,54.5528,-112.2573,1976,4,24,1976-04-24 0:00,,,1970-1979,161.8742569,H, , , ,AB-1976-DL2-003-76, , ,2020-06-01 0:00,679,149,9,9,AB
3213,AB,DL2-008-76,DL2008,54.4167,-111.7502,1976,4,29,1976-04-29 0:00,,,1970-1979,82.15118537,H, , , ,AB-1976-DL2-008-76, , ,2020-06-01 0:00,679,149,9,9,AB
3214,AB,DL2-011-76,DL2011,54.4585,-111.8227,1976,4,29,1976-04-29 0:00,,,1970-1979,188.5835093,H, , , ,AB-1976-DL2-011-76, , ,2020-06-01 0:00,679,149,9,9,AB
3215,AB,DL2-012-76,DL2012,54.4691,-112.0242,1976,4,30,1976-04-30 0:00,,,1970-1979,161.8742569,H, , , ,AB-1976-DL2-012-76, , ,2020-06-01 0:00,679,149,9,9,AB
3216,AB,DL2-018-76,DL2018,54.4946,-112.1313,1976,5,2,1976-05-02 0:00,,,1970-1979,161.8742569,H, , , ,AB-1976-DL2-018-76, , ,2020-06-01 0:00,679,149,9,9,AB
3217,AB,DL2-035-76,DL2035,54.3277,-112.0031,1976,5,15,1976-05-15 0:00,,,1970-1979,93.48238336,H, , , ,AB-1976-DL2-035-76, , ,2020-06-01 0:00,679,149,9,9,AB
3218,AB,DL2-036-76,DL2036,54.44,-111.9863,1976,5,17,1976-05-17 0:00,,,1970-1979,111.2885516,H, , , ,AB-1976-DL2-036-76, , ,2020-06-01 0:00,679,149,9,9,AB
3219,AB,DL4-025-76,DL4025,54.5037,-112.5062,1976,4,28,1976-04-28 0:00,,,1970-1979,260.2938051,H, , , ,AB-1976-DL4-025-76, , ,2020-06-01 0:00,679,149,9,9,AB
3220,AB,DL4-029-76,DL4029,54.5619,-112.4306,1976,5,2,1976-05-02 0:00,,,1970-1979,101.1714106,H, , , ,AB-1976-DL4-029-76, , ,2020-06-01 0:00,679,149,9,9,AB
3221,AB,DL4-031-76,DL4031,54.6783,-112.4558,1976,5,3,1976-05-03 0:00,,,1970-1979,80.93712845,H, , , ,AB-1976-DL4-031-76, , ,2020-06-01 0:00,679,149,9,9,AB
3222,AB,DL4-033-76,DL4033,54.4164,-112.3046,1976,5,7,1976-05-07 0:00,,,1970-1979,733.6829288,H, , , ,AB-1976-DL4-033-76, , ,2020-06-01 0:00,679,149,9,9,AB
3223,AB,DL4-041-76,DL4041,54.5765,-112.2542,1976,5,16,1976-05-16 0:00,,,1970-1979,161.8742569,H, , , ,AB-1976-DL4-041-76, , ,2020-06-01 0:00,679,149,9,9,AB
3224,AB,DL2-005-77,DL2005,54.4364,-112.125,1977,4,24,1977-04-24 0:00,,,1970-1979,80.93712845,H, , , ,AB-1977-DL2-005-77, , ,2020-06-01 0:00,679,149,9,9,AB
3225,AB,DL2-006-77,DL2006,54.3295,-111.9812,1977,4,23,1977-04-23 0:00,,,1970-1979,1631.263543,H, , , ,AB-1977-DL2-006-77, , ,2020-06-01 0:00,679,149,9,9,AB
3226,AB,DL2-007-77,DL2007,54.5492,-112.2193,1977,4,24,1977-04-24 0:00,,,1970-1979,1346.567193,H, , , ,AB-1977-DL2-007-77, , ,2020-06-01 0:00,679,149,9,9,AB
3227,AB,DL2-019-77,DL2019,54.4601,-112.1281,1977,5,2,1977-05-02 0:00,,,1970-1979,564.9897188,H, , , ,AB-1977-DL2-019-77, , ,2020-06-01 0:00,679,149,9,9,AB
3228,AB,DL2-021-77,DL2021,54.5474,-112.1533,1977,4,27,1977-04-27 0:00,,,1970-1979,87.00741308,H, , , ,AB-1977-DL2-021-77, , ,2020-06-01 0:00,679,149,9,9,AB
3229,AB,DL4-003-77,DL4003,54.5183,-112.5314,1977,4,24,1977-04-24 0:00,,,1970-1979,101.1714106,H, , , ,AB-1977-DL4-003-77, , ,2020-06-01 0:00,679,149,9,9,AB
3230,AB,DL4-004-77,DL4004,54.5328,-112.355,1977,4,22,1977-04-22 0:00,,,1970-1979,296.8935746,H, , , ,AB-1977-DL4-004-77, , ,2020-06-01 0:00,679,149,9,9,AB
3231,AB,DL4-005-77,DL4005,54.315,-112.581,1977,4,26,1977-04-26 0:00,,,1970-1979,129.4994055,H, , , ,AB-1977-DL4-005-77, , ,2020-06-01 0:00,679,149,9,9,AB
3232,AB,DL4-006-77,DL4006,54.5765,-112.4306,1977,4,25,1977-04-25 0:00,,,1970-1979,182.108539,H, , , ,AB-1977-DL4-006-77, , ,2020-06-01 0:00,679,149,9,9,AB
3233,AB,DL2-002-78,DL2002,54.5765,-112.1281,1978,5,6,1978-05-06 0:00,,,1970-1979,101.1714106,H, , , ,AB-1978-DL2-002-78, , ,2020-06-01 0:00,679,149,9,9,AB
3234,AB,DL2-004-78,DL2004,54.5637,-112.2697,1978,5,7,1978-05-07 0:00,,,1970-1979,101.1714106,H, , , ,AB-1978-DL2-004-78, , ,2020-06-01 0:00,679,149,9,9,AB
3235,AB,DL2-005-78,DL2005,54.5765,-112.1785,1978,5,7,1978-05-07 0:00,,,1970-1979,121.4056927,H, , , ,AB-1978-DL2-005-78, , ,2020-06-01 0:00,679,149,9,9,AB
3236,AB,DL4-012-78,DL4012,54.4946,-112.4651,1978,5,20,1978-05-20 0:00,,,1970-1979,84.98398487,H, , , ,AB-1978-DL4-012-78, , ,2020-06-01 0:00,679,149,9,9,AB
3237,AB,DL1-003-72,DL1003,54.5203,-110.7137,1972,5,10,1972-05-10 0:00,,,1970-1979,164.3023707,U, , , ,AB-1972-DL1-003-72, , ,2020-06-01 0:00,680,149,9,9,AB
3238,AB,DL1-002-76,DL1002,54.4149,-111.1294,1976,4,9,1976-04-09 0:00,,,1970-1979,151.2957742,H, , , ,AB-1976-DL1-002-76, , ,2020-06-01 0:00,680,149,9,9,AB
3239,AB,DL1-038-76,DL1038,54.2567,-110.011,1976,5,5,1976-05-05 0:00,,,1970-1979,80.93712845,H, , , ,AB-1976-DL1-038-76, , ,2020-06-01 0:00,680,149,9,9,AB
3240,AB,DL1-050-76,DL1050,54.4167,-111.2965,1976,5,7,1976-05-07 0:00,,,1970-1979,134.3556332,U, , , ,AB-1976-DL1-050-76, , ,2020-06-01 0:00,680,149,9,9,AB
3241,AB,DL1-062-76,DL1062,54.4603,-111.2713,1976,5,10,1976-05-10 0:00,,,1970-1979,483.6883733,U, , , ,AB-1976-DL1-062-76, , ,2020-06-01 0:00,680,149,9,9,AB
3242,AB,DL1-003-77,DL1003,54.4839,-110.2535,1977,4,26,1977-04-26 0:00,,,1970-1979,267.8938015,H, , , ,AB-1977-DL1-003-77, , ,2020-06-01 0:00,680,149,9,9,AB
3243,AB,DL1-031-76,DL1031,53.8057,-110.1349,1976,5,5,1976-05-05 0:00,,,1970-1979,586.2842773,H, , , ,AB-1976-DL1-031-76, , ,2020-06-01 0:00,687,149,9,9,AB
3244,AB,DL2-023-77,DL2023,54.0876,-112.2842,1977,4,26,1977-04-26 0:00,,,1970-1979,255.5954048,H, , , ,AB-1977-DL2-023-77, , ,2020-06-01 0:00,687,149,9,9,AB
3245,AB,DW2-010-71,DW2010,53.7174,-115.0571,1971,5,7,1971-05-07 0:00,,,1970-1979,80.93712845,H, , , ,AB-1971-DW2-010-71, , ,2020-06-01 0:00,622,145,9,9,AB
3246,AB,DW4-016-67,DW4016,53.7966,-113.9513,1967,8,22,1967-08-22 0:00,,,1960-1969,680.2846583,H, , , ,AB-1967-DW4-016-67, , ,2020-06-01 0:00,727,156,10,10,AB
3247,AB,DE2-013-70,DE2013,53.4884,-118.6593,1970,9,19,1970-09-19 0:00,,,1970-1979,165.5164277,H, , , ,AB-1970-DE2-013-70, , ,2020-06-01 0:00,997,207,14,14,AB
3248,AB,DW2-009-73,DW2009,53.5537,-115.0299,1973,5,11,1973-05-11 0:00,,,1970-1979,135.5696902,H, , , ,AB-1973-DW2-009-73, , ,2020-06-01 0:00,623,145,9,9,AB
3249,AB,DW2-034-76,DW2034,53.5447,-115.2359,1976,5,1,1976-05-01 0:00,,,1970-1979,121.4056927,H, , , ,AB-1976-DW2-034-76, , ,2020-06-01 0:00,623,145,9,9,AB
3250,AB,DW2-004-72,DW2004,53.7628,-115.2462,1972,4,28,1972-04-28 0:00,,,1970-1979,84.98398487,H, , , ,AB-1972-DW2-004-72, , ,2020-06-01 0:00,692,149,9,9,AB
3251,AB,DW2-006-76,DW2006,53.6465,-115.1868,1976,4,30,1976-04-30 0:00,,,1970-1979,87.00741308,H, , , ,AB-1976-DW2-006-76, , ,2020-06-01 0:00,692,149,9,9,AB
3252,AB,DW2-032-76,DW2032,53.7192,-115.271,1976,5,16,1976-05-16 0:00,,,1970-1979,80.93712845,H, , , ,AB-1976-DW2-032-76, , ,2020-06-01 0:00,692,149,9,9,AB
3253,AB,DW2-035-76,DW2035,53.3122,-115.3965,1976,5,17,1976-05-17 0:00,,,1970-1979,88.22147001,U, , , ,AB-1976-DW2-035-76, , ,2020-06-01 0:00,626,145,9,9,AB
3254,AB,DB8-011-67,DB8011,51.56,-115.4741,1967,8,29,1967-08-29 0:00,,,1960-1969,80.93712845,L, , , ,AB-1967-DB8-011-67, , ,2020-06-01 0:00,999,207,14,14,AB
3255,AB,DB7-006-70,DB7006,51.318,-115.3659,1970,8,30,1970-08-30 0:00,,,1970-1979,276.5945428,H, , , ,AB-1970-DB7-006-70, , ,2020-06-01 0:00,999,207,14,14,AB
3256,AB,DB4-020-67,DB4020,50.6536,-115.1869,1967,7,28,1967-07-28 0:00,,,1960-1969,262.9930583,L, , , ,AB-1967-DB4-020-67, , ,2020-06-01 0:00,1017,214,14,14,AB
3257,AB,MWF036, ,59.429333,-110.288333,2006,6,18,2006-06-18 0:00,,2006-10-05 0:00,2000-2009,18204,L, ,Surface,fueltype: C2,AB-2006-MWF036, , ,2020-06-01 0:00,263,69,5,5a,AB
3258,AB,MWF040, ,59.4775,-110.330833,2006,6,18,2006-06-18 0:00,,2006-06-22 0:00,2000-2009,450,L, ,Crown,fueltype: C3,AB-2006-MWF040, , ,2020-06-01 0:00,263,69,5,5a,AB
3259,AB,DA3-015-82,DA3015,59.1287,-111.3779,1982,7,25,1982-07-25 0:00,,,1980-1989,287.7921945,L, , , ,AB-1982-DA3-015-82, , ,2020-06-01 0:00,263,69,9,9,AB
3260,AB,DF2-014-80,DF2014,59.683,-117.0395,1980,5,9,1980-05-09 0:00,,,1980-1989,134.3556332,H, , , ,AB-1980-DF2-014-80, , ,2020-06-01 0:00,242,64,4,4,AB
3261,AB,DF2-033-81,DF2033,59.912,-116.0956,1981,7,24,1981-07-24 0:00,,,1980-1989,100304.2137,L, , , ,AB-1981-DF2-033-81, , ,2020-06-01 0:00,242,64,4,4,AB
3262,AB,DF2-043-81,DF2043,59.4191,-118.2077,1981,8,11,1981-08-11 0:00,,,1980-1989,117002.4701,L, , , ,AB-1981-DF2-043-81, , ,2020-06-01 0:00,250,65,4,4,AB
3263,AB,DF3-037-82,DF3037,59.3519,-119.3252,1982,7,10,1982-07-10 0:00,,,1980-1989,6134.168309,L, , , ,AB-1982-DF3-037-82, , ,2020-06-01 0:00,250,65,4,4,AB
3264,AB,DF3-034-80,DF3034,59.4046,-119.0126,1980,7,28,1980-07-28 0:00,,,1980-1989,695.0840123,L, , , ,AB-1980-DF3-034-80, , ,2020-06-01 0:00,251,65,4,4,AB
3265,AB,DF3-009-82,DF3009,59.679,-119.0267,1982,6,12,1982-06-12 0:00,,,1980-1989,238.396265,L, , , ,AB-1982-DF3-009-82, , ,2020-06-01 0:00,251,65,4,4,AB
3266,AB,DF2-010-80,DF2010,58.0881,-117.939,1980,5,2,1980-05-02 0:00,,,1980-1989,531.8904802,H, , , ,AB-1980-DF2-010-80, , ,2020-06-01 0:00,244,64,4,4,AB
3267,AB,DF2-039-80,DF2039,59.3179,-117.7448,1980,5,17,1980-05-17 0:00,,,1980-1989,80.93712845,L, , , ,AB-1980-DF2-039-80, , ,2020-06-01 0:00,244,64,4,4,AB
3268,AB,DF2-053-80,DF2053,59.347,-116.8825,1980,6,25,1980-06-25 0:00,,,1980-1989,101.5760962,L, , , ,AB-1980-DF2-053-80, , ,2020-06-01 0:00,244,64,4,4,AB
